topo,num_flows,seed,scheduler,is_scheduled,consuming_time
CEV,60,904,smt,True,32.765894412994385
CEV,10,904,smt,True,0.0
CEV,20,904,smt,True,0.0
CEV,30,904,smt,True,0.0
CEV,40,904,smt,True,0.0
CEV,50,904,smt,True,0.0
CEV,90,904,smt,True,138.02513003349304
CEV,70,904,smt,True,0.0
CEV,80,904,smt,True,0.0
CEV,110,904,smt,True,245.2480170726776
CEV,100,904,smt,True,0.0
CEV,120,904,smt,False,417.2221965789795
CEV,60,905,smt,True,45.86899018287659
CEV,10,905,smt,True,0.0
CEV,20,905,smt,True,0.0
CEV,30,905,smt,True,0.0
CEV,40,905,smt,True,0.0
CEV,50,905,smt,True,0.0
CEV,90,905,smt,True,130.22176265716553
CEV,70,905,smt,True,0.0
CEV,80,905,smt,True,0.0
CEV,110,905,smt,True,230.28799414634705
CEV,100,905,smt,True,0.0
CEV,120,905,smt,True,383.94911193847656
CEV,60,906,smt,True,71.72388339042664
CEV,10,906,smt,True,0.0
CEV,20,906,smt,True,0.0
CEV,30,906,smt,True,0.0
CEV,40,906,smt,True,0.0
CEV,50,906,smt,True,0.0
CEV,90,906,smt,True,205.42703652381897
CEV,70,906,smt,True,0.0
CEV,80,906,smt,True,0.0
CEV,110,906,smt,False,425.35813188552856
CEV,120,906,smt,False,300.0
CEV,100,906,smt,True,402.1676194667816
CEV,60,907,smt,True,54.54160237312317
CEV,10,907,smt,True,0.0
CEV,20,907,smt,True,0.0
CEV,30,907,smt,True,0.0
CEV,40,907,smt,True,0.0
CEV,50,907,smt,True,0.0
CEV,90,907,smt,True,143.9441113471985
CEV,70,907,smt,True,0.0
CEV,80,907,smt,True,0.0
CEV,110,907,smt,True,288.8960099220276
CEV,100,907,smt,True,0.0
CEV,120,907,smt,False,423.8761775493622
CEV,60,908,smt,True,58.024983167648315
CEV,10,908,smt,True,0.0
CEV,20,908,smt,True,0.0
CEV,30,908,smt,True,0.0
CEV,40,908,smt,True,0.0
CEV,50,908,smt,True,0.0
CEV,90,908,smt,True,122.6125795841217
CEV,70,908,smt,True,0.0
CEV,80,908,smt,True,0.0
CEV,110,908,smt,True,226.43273258209229
CEV,100,908,smt,True,0.0
CEV,120,908,smt,True,299.94712686538696
CEV,60,909,smt,True,59.57529664039612
CEV,10,909,smt,True,0.0
CEV,20,909,smt,True,0.0
CEV,30,909,smt,True,0.0
CEV,40,909,smt,True,0.0
CEV,50,909,smt,True,0.0
CEV,90,909,smt,True,142.84548830986023
CEV,70,909,smt,True,0.0
CEV,80,909,smt,True,0.0
CEV,110,909,smt,True,253.733651638031
