#{"t_start": 1690371837.321023, "env_id": "None"}
r,l,t
66.505,76,13.805406
12.567188,15,14.509171
25.437813,29,15.86546
25.437813,29,17.279047
25.267188,29,19.414382
68.156562,76,23.113912
68.165625,76,27.324969
69.269688,76,31.048745
45.499688,54,33.651774
26.195312,29,35.732258
68.657187,76,39.498725
11.994063,15,40.27987
67.116562,76,45.142503
12.125625,15,46.347371
46.952187,54,49.461591
25.135625,29,51.036102
12.76125,15,52.340319
23.923125,29,54.552192
68.566563,76,59.459578
48.765313,54,62.89066
12.319688,15,64.395082
23.616875,29,66.343595
12.188125,15,67.269967
12.29625,15,68.104228
12.335313,15,69.220655
68.981875,76,73.530003
12.133438,15,74.762739
69.127187,76,79.475011
23.487188,29,81.221646
68.430937,76,86.634458
78.53875,84,91.195839
34.441563,37,94.007431
80.738125,84,98.270838
79.195938,84,103.565999
79.887813,84,107.557436
33.956875,37,109.387391
78.110313,84,114.276073
79.108438,84,118.446469
77.806563,84,123.308819
62.471563,66,126.682573
80.000313,84,622.414567
60.45125,66,625.743839
62.397188,66,637.852318
79.7275,84,641.966543
80.146563,84,655.030753
95.377188,104,669.174304
96.302188,104,674.505483
91.9525,99,688.493879
96.581563,104,702.48315
96.59625,104,707.695804
91.577188,99,721.491854
66.25,72,725.072239
62.64,67,737.175523
95.815313,104,742.478012
95.156875,104,756.601172
97.292813,104,770.660458
98.45125,104,775.91362
90.568438,99,789.588249
24.0825,27,790.860987
95.760938,104,805.055877
97.814688,104,819.037504
96.201684,107,824.461244
12.058125,14,825.224851
97.687309,107,1335.564423
37.625134,41,1337.659398
111.933418,119,1362.267413
6.69,8,1362.660787
109.828106,119,1387.243568
6.089375,8,1387.626004
6.709375,8,1388.066109
111.919356,119,1412.230994
98.647621,107,1417.69806
112.415293,119,1442.205918
6.701562,8,1442.569512
96.446996,107,1466.740218
111.110293,119,1492.185339
6.713125,8,1492.595687
110.287793,119,1498.427244
112.896231,119,1523.153357
100.329184,107,1547.069563
112.247793,119,1571.858628
111.957481,119,1577.983079
110.347481,119,1602.759994
84.580312,91,1626.012077
92.634375,101,1631.171103
122.798125,130,1656.63843
122.615625,130,2161.69759
85.245937,91,2184.634791
122.797812,130,2209.617107
122.345625,130,2216.261954
122.250312,130,2241.487459
99.7575,106,2265.193084
121.74375,130,2290.35571
123.23625,130,2315.350927
85.315,91,2320.058325
123.256875,130,2345.038954
124.031563,130,2370.381474
123.484375,130,2395.579571
144.797477,155,2422.132282
143.906539,155,2448.551685
142.803102,155,2475.050248
145.546539,155,2501.724066
145.291852,155,3011.17308
147.050914,155,3037.387303
146.816539,155,3063.472982
144.858727,155,3089.802224
7.495312,9,3090.256727
145.560602,155,3116.918033
147.832164,155,3143.668994
147.112477,155,3170.122139
146.320602,155,3196.186599
165.941563,173,3223.329448
166.765,173,3250.554036
166.694063,173,3278.122112
167.294063,173,3305.421606
165.582188,173,3332.472494
165.956563,173,3841.409793
165.874063,173,3869.243346
167.498125,173,3897.141879
167.2825,173,3943.346494
164.074063,173,3971.386897
145.188598,158,3998.581624
172.21343,180,4026.969836
166.712492,180,4055.064224
167.90843,180,4083.148353
170.60343,180,4111.166653
165.593117,180,4139.471201
116.74251,126,4164.740672
169.05968,180,4677.602897
171.35718,180,4724.577867
169.02843,180,4753.122713
170.778742,180,4781.787779
167.532805,180,4810.449972
165.804167,173,4838.827286
166.246042,173,4867.013465
165.079479,173,4894.951391
165.951667,173,4923.128303
164.806354,173,4969.857725
163.532917,173,4998.113619
168.112292,173,5513.226383
166.363542,173,5541.112509
163.692917,173,5569.254035
165.993542,173,5597.27521
164.821042,173,5625.117699
165.782604,173,5653.100485
164.454167,173,5681.413274
