#{"t_start": 1690269963.8466692, "env_id": "None"}
r,l,t
85.935234,88,15.700101
84.86875,88,21.708444
85.597813,88,24.698385
84.1825,88,30.834027
83.504609,88,33.885034
85.066641,88,39.999237
83.823047,88,43.082168
84.438594,88,49.322705
84.272344,88,55.524876
83.739531,88,58.938531
101.151573,104,66.43207
100.972666,104,70.831631
100.750791,104,78.340599
100.703369,104,85.769542
101.084463,104,90.055311
101.227744,104,97.566138
101.211573,104,104.954113
100.989776,104,109.366883
100.134854,104,116.996354
101.194854,104,125.190973
117.306094,123,134.063572
117.827891,123,393.151967
117.243281,123,478.98641
116.545469,123,565.055292
117.645,123,650.947619
117.996484,123,736.982585
118.68,123,743.198157
118.485703,123,829.975497
118.492031,123,916.44658
117.620859,123,1003.159094
140.040121,146,1091.410377
139.242308,146,1179.337018
139.770433,146,1187.459893
140.150668,146,1275.575853
138.703246,146,1366.177243
139.853715,146,1455.00944
139.869261,146,1791.028352
141.180902,146,1866.547155
139.847621,146,1942.587158
140.508246,146,2018.694196
149.506328,156,2095.499512
149.167734,156,2171.531886
150.406719,156,2248.208016
149.512187,156,2325.06569
149.952813,156,2401.440841
150.04,156,2478.191733
150.371875,156,2554.491846
149.712969,156,2631.143117
151.486172,156,2708.317427
148.763359,156,3033.630661
174.869274,182,3127.56892
175.389508,182,3220.793776
174.140758,182,3392.786674
176.35443,182,3486.250439
174.089352,182,3579.75628
176.439274,182,3673.294057
175.340367,182,3767.246343
174.974039,182,3860.717439
175.644196,182,4033.383372
174.922867,182,4127.416677
198.387891,205,4472.178043
197.922812,205,4566.691046
199.251719,205,4738.939179
199.090391,205,4833.956265
196.594766,205,4929.372484
197.938828,205,5102.231925
200.076875,205,5197.530496
199.840156,205,5292.496486
198.577187,205,5465.690612
200.24125,205,5563.219429
211.170267,217,5908.023057
213.760111,217,6086.489034
211.241595,217,6186.266259
211.608002,217,6286.201734
213.414095,217,6465.089332
211.272377,217,6564.913296
212.715736,217,6741.75886
213.82683,217,6840.771767
212.613002,217,6940.772777
210.246361,217,7119.552518
238.452891,244,7475.369481
237.574297,244,7652.954974
237.588047,244,7755.118469
238.809922,244,7932.322555
236.932266,244,8110.688889
238.838437,244,8211.743311
237.497812,244,8390.15556
234.746719,244,8492.226554
236.768984,244,8920.728247
237.374219,244,9024.946738
265.129517,270,9210.076656
265.025064,270,9393.997175
264.633501,270,9579.275583
263.553892,270,9688.56063
263.683579,270,9873.447444
264.431783,270,10058.209726
264.328658,270,10488.925737
265.097798,270,10602.758798
266.066236,270,10797.913176
264.813345,270,10994.244177
276.825469,282,11193.164689
276.075312,282,11312.160487
275.473437,282,11511.594005
