#{"t_start": 1690166012.3377206, "env_id": "None"}
r,l,t
86.591581,95,9.939729
85.534081,95,13.651708
71.548523,78,23.889025
87.612518,95,27.688909
15.99436,19,28.461577
47.950408,53,30.55331
60.132348,66,40.180909
59.31766,66,42.849474
48.673533,53,44.974122
61.371723,66,47.558756
49.004158,53,49.714452
16.312172,19,57.573156
86.356268,95,61.391982
69.930085,78,64.424139
61.889223,66,66.990298
59.097035,66,76.794014
59.936723,66,79.404809
58.711098,66,82.101688
48.752596,53,84.256179
61.40766,66,94.182078
15.99436,19,94.960533
49.088533,53,97.127512
87.441893,95,100.989912
48.101658,53,110.039259
85.517518,95,113.808502
48.013221,53,115.864703
48.518846,53,118.071751
16.288735,19,125.722028
48.180096,53,127.889929
70.500085,78,130.967247
86.491893,95,134.771421
47.551971,53,143.912685
16.92436,19,408.310171
87.471581,95,412.084516
60.785473,66,414.704998
88.146581,95,425.653822
85.904081,95,429.530496
113.147168,122,441.58178
60.86845,65,444.278185
112.949668,122,449.272083
14.803648,17,449.954444
106.009809,115,461.93337
14.73771,17,462.573022
100.124152,105,467.021894
99.393839,105,478.795823
14.89646,17,479.481539
103.782309,113,484.134057
113.602168,122,496.805336
111.782168,122,501.848452
106.580434,115,514.069042
104.980746,114,518.824713
114.117793,122,531.457154
106.481059,114,536.184225
14.904273,17,536.881279
107.551059,115,549.133835
107.378246,113,825.041281
105.677934,113,840.939916
113.623731,122,846.069836
114.390293,122,862.543055
15.415835,17,863.274376
113.457481,122,868.329264
114.256231,122,884.745445
112.533731,122,889.835675
113.255918,122,906.009681
115.265606,122,911.154902
108.942309,115,927.042957
105.188246,113,931.840791
14.884898,17,932.53717
116.037793,122,948.892947
106.554184,113,953.627563
104.796684,110,958.230947
112.849981,122,974.644862
132.069228,140,980.326758
130.460165,140,997.131197
130.85954,140,1279.55892
130.445165,140,1285.118517
132.91829,140,1301.557808
129.866103,140,1307.31859
133.539853,140,1323.803915
132.86454,140,1329.379531
130.810478,140,1345.846318
130.725478,140,1362.448062
93.039688,103,1366.735129
96.032813,103,1370.905689
143.881563,158,1388.20837
95.35625,103,1392.518282
148.058438,158,1409.705494
2.752187,4,1409.876923
126.244688,135,1425.934313
144.899688,158,1432.491503
147.41125,159,1721.50248
55.68025,60,1723.92278
43.259063,47,1725.952019
146.970625,159,1745.286412
147.279688,158,1764.590534
163.878125,172,1771.731463
145.884375,158,1791.280439
2.752187,4,1791.441926
160.32,172,1811.443491
148.31875,158,1817.927548
150.395,158,1837.644127
159.950313,172,1844.751405
95.600625,103,1861.994841
149.665938,159,1881.787565
146.842813,159,1888.599517
149.099375,158,2173.49531
43.610938,47,2175.450199
149.676563,158,2197.422635
148.95625,158,2203.947922
161.595,172,2226.280387
148.725938,158,2247.802571
150.81875,159,2254.552321
149.469688,158,2276.369147
149.3125,159,2282.898262
98.198125,103,2302.37469
148.863125,159,2324.108739
151.002188,158,2330.762591
147.595938,159,2352.678852
55.890563,60,2355.109983
148.6725,158,2640.521597
151.206875,158,2647.244535
19.508187,21,2648.138423
95.437813,103,2664.465652
149.649375,158,2671.23965
148.052188,159,2690.137999
97.674688,103,2694.658073
149.466563,158,2713.664735
149.596875,158,2732.635345
97.240938,103,2736.979526
151.580313,158,2755.68697
151.405625,158,2762.409615
97.720625,103,2778.810009
147.446875,159,2785.665261
151.512813,158,2804.491704
163.195625,172,2823.853234
166.372188,172,3098.26935
149.245,158,3120.492373
149.05625,158,3142.696094
163.985938,172,3150.071883
150.9575,158,3172.187095
152.5075,159,3194.708384
151.454063,158,3201.504776
151.0525,159,3224.01854
151.742188,158,3246.340299
165.079063,172,3253.813363
151.319063,158,3275.948798
152.840938,158,3298.255886
95.164063,103,3302.80862
154.637188,159,3584.300028
152.265313,158,3591.284864
150.271563,158,3612.852016
150.45625,158,3619.98092
152.382188,158,3641.639648
152.107813,158,3663.077517
153.375625,158,3670.552779
165.809063,172,3692.565211
167.207188,172,3714.634527
145.064156,149,3721.477171
185.432658,190,3744.42069
146.084781,150,3765.547499
161.422583,167,4034.818488
164.076958,167,4056.663214
145.056344,150,4077.784797
163.314458,167,4085.08828
185.711095,190,4107.752421
184.37172,190,4130.164546
183.07672,190,4152.886365
145.007594,149,4159.420878
183.597345,190,4182.264194
183.725158,190,4205.130657
184.541408,190,4213.532258
146.093531,151,4234.437939
184.952033,190,4496.196928
185.08172,190,4518.252484
146.411656,150,4524.675322
183.005158,190,4546.240996
214.88316,222,4569.352844
215.477848,222,4592.105363
216.553473,222,4615.61882
214.69941,222,4638.916145
216.703785,222,4648.7821
215.45441,222,4672.155761
215.644723,222,4945.428598
215.92191,222,4968.587417
116.603691,120,4987.059699
117.582753,120,4992.354681
217.614723,222,5015.334046
117.726816,120,5020.720423
215.471285,222,5043.609609
199.474822,208,5065.855807
199.709822,208,5088.127332
203.237947,209,5110.541566
200.336072,208,5132.754005
198.425447,208,5407.226735
202.104509,209,5429.396967
205.334822,210,5451.476297
201.188259,208,5473.441526
198.160759,209,5495.674532
146.116046,149,5502.341226
201.092322,208,5524.848022
203.448259,210,5547.291238
204.089509,209,5569.62049
200.349509,208,5592.256175
202.970759,209,5864.67183
202.675759,208,5873.703123
202.740447,208,5897.702352
202.218884,208,5921.475831
205.133259,210,5945.47048
204.399822,209,5969.71492
205.139822,210,5993.226694
204.977322,210,6002.453703
201.871384,208,6025.994839
204.431072,210,6049.401171
202.730447,209,6338.945106
204.783259,210,6361.518561
202.676384,209,6383.877952
204.799197,210,6393.237982
204.436697,209,6415.83011
141.571046,149,6435.758918
203.833884,209,6458.018081
203.947634,209,6480.645287
204.743884,210,6489.725309
203.878259,208,6512.304956
203.992009,208,6794.058953
205.756384,210,6816.638148
205.382009,210,6839.110208
205.135134,210,6861.482956
200.567947,209,6870.559052
202.412634,208,6892.906436
205.157322,210,6915.365646
202.472009,208,6937.838212
205.288884,210,6960.183845
205.135134,210,7244.486359
205.575447,210,7253.652099
204.962634,210,7277.438127
205.160759,210,7301.506115
205.530134,210,7325.38166
204.831384,210,7349.339224
205.615447,210,7373.246455
205.280759,210,7382.516808
204.555759,209,7406.541611
205.354509,210,7430.379312
205.300134,210,7717.814557
204.972009,209,7741.731267
201.771072,208,7765.645628
204.364197,210,7775.152179
204.716384,210,7798.961581
203.388572,210,7823.211586
204.591072,209,7847.065415
203.251697,210,7871.426805
205.089197,210,7895.948794
202.836072,209,7920.364506
204.789197,210,8183.435288
204.624509,210,8205.903337
205.174822,210,8227.952724
204.460759,210,8250.486169
204.821697,210,8272.874171
204.179822,210,8295.703514
202.711072,209,8304.923186
205.802947,210,8327.297856
201.232634,208,8349.570615
204.569509,209,8372.269958
203.652009,209,8664.245291
204.550134,209,8686.926138
203.678572,209,8696.326105
205.402947,210,8718.927545
205.317947,210,8741.545578
203.583259,209,8763.642709
201.408259,208,8785.786474
201.769822,209,8807.977573
205.540759,210,8817.540637
203.136072,210,8840.254526
202.352322,209,9128.541067
203.317634,210,9150.92479
203.581384,209,9173.032652
202.414197,209,9195.51494
204.805759,210,9204.97321
205.153884,210,9227.609437
204.110134,210,9250.052156
203.613884,209,9272.528008
204.213259,210,9295.023582
205.484822,210,9582.447865
203.922947,210,9604.945486
204.032634,209,9614.438853
204.170759,210,9636.961739
205.036072,210,9659.3469
205.724509,210,9682.076096
204.403572,210,9704.661469
205.795447,210,9727.242726
204.645759,210,9736.699044
204.825759,210,9759.37828
145.865109,149,10041.573656
204.335447,210,10064.366206
204.766697,210,10086.881831
203.920759,209,10096.177685
205.511697,210,10118.899036
204.446072,210,10141.41852
205.632634,210,10164.097558
205.682947,210,10186.641816
201.839822,209,10209.370247
204.208259,210,10218.816841
204.475134,210,10494.76022
203.312634,210,10521.32088
204.886697,210,10548.134241
202.998572,210,10574.207983
202.242009,210,10600.510403
205.134822,210,10610.018566
202.734509,210,10636.447672
244.109369,253,10664.883086
204.394822,209,10691.665595
145.430734,149,10715.134181
242.000932,253,11005.432868
203.684822,210,11031.726116
204.079509,210,11041.11934
203.980759,210,11067.462975
205.324509,210,11093.924813
205.227009,210,11120.225855
204.647322,210,11146.418877
205.025134,210,11173.12178
205.362947,210,11182.504775
203.890447,210,11208.921647
203.782009,209,11499.450216
204.800759,210,11522.237955
206.052634,210,11544.914048
201.835447,208,11567.758757
204.936384,210,11577.311925
203.362322,210,11600.210869
205.476384,210,11623.314349
205.022634,210,11646.286551
203.795447,210,11669.145512
203.138884,210,11954.086074
206.017634,210,11963.602609
206.112009,210,11986.429944
204.638259,210,12009.258738
204.872634,210,12032.220548
206.058884,210,12055.09185
205.489509,210,12077.813242
201.286697,208,12100.385339
205.912947,210,12109.960317
204.320447,209,12132.617332
205.645447,210,12416.989797
204.706697,210,12439.945482
205.162009,210,12462.634325
204.402009,210,12485.741436
205.111384,210,12495.424011
204.492009,210,12518.304737
204.283884,210,12540.916805
204.513572,210,12563.37868
205.284509,210,12585.91605
204.621384,210,12608.382169
203.654822,210,12879.240311
204.972322,210,12905.661457
205.057634,210,12932.14913
205.220447,210,12958.587781
203.805134,210,12984.969091
205.304822,210,13011.775379
206.083259,210,13021.365854
205.413259,210,13047.993649
205.210447,210,13074.507507
204.718259,210,13101.116816
183.187009,190,13368.460909
205.649822,210,13395.299482
204.954822,210,13404.807007
204.720134,210,13431.461649
204.791384,210,13458.110374
203.326072,209,13484.491046
204.753259,210,13511.03227
205.285447,210,13537.75393
201.434822,208,13547.264312
205.535759,210,13831.658193
204.257947,210,13858.193456
203.442947,210,13885.179305
205.636072,210,13912.213599
205.713259,210,13939.302677
204.496072,210,13966.636095
201.158884,208,13975.894513
204.590447,210,14003.268304
205.146072,210,14030.506998
205.167634,210,14057.484364
205.557009,210,14350.408225
205.002947,210,14377.497669
202.135447,208,14386.890423
203.069197,210,14413.925998
204.908884,210,14440.911205
203.791072,210,14467.833116
204.664822,210,14494.906667
204.333572,210,14522.158528
204.915134,210,14531.74712
204.432009,210,14559.116163
204.159509,210,14862.780069
205.273259,210,14890.357905
206.092009,210,14917.432045
204.607009,210,14944.439744
205.158572,210,14953.91665
206.234197,210,14981.473973
204.284509,210,15008.743987
204.666697,210,15035.56445
205.874197,210,15062.545097
204.910447,210,15089.537588
205.353259,210,15358.902415
202.906384,208,15385.68851
205.747634,210,15412.599149
205.374197,210,15439.52763
205.519197,210,15466.517724
204.974197,210,15493.591757
204.947947,210,15520.251105
204.737322,210,15529.773454
204.409822,209,15556.635023
204.480759,210,15845.393514
205.974509,210,15872.256879
205.169822,210,15898.717041
206.347322,210,15925.088363
206.324197,210,15934.742744
205.435447,210,15961.215012
204.189822,210,15987.737757
205.275134,210,16014.533439
205.309197,210,16041.376803
206.148259,210,16068.553153
206.083884,210,16343.482799
205.552634,210,16370.533085
205.776384,210,16397.22953
205.180447,210,16424.057071
204.832947,210,16451.199423
206.105759,210,16478.448378
205.545759,210,16488.382554
205.754197,210,16515.424805
206.178572,210,16541.858314
205.586072,210,16568.619232
205.229197,210,16843.753101
204.635447,210,16870.415413
204.932009,210,16897.093128
205.832009,210,16906.563376
205.817634,210,16932.758477
204.765447,210,16959.293584
206.301384,210,16985.870383
205.287009,210,17012.490077
205.936697,210,17038.841752
205.934822,210,17048.412219
205.969197,210,17339.883568
205.915134,210,17367.335854
202.364509,208,17394.389175
205.862009,210,17421.557865
204.314822,210,17448.748429
205.146384,210,17458.377116
204.437947,210,17485.655329
205.814509,210,17513.00694
204.922947,210,17540.351202
205.387634,210,17813.032043
