#{"t_start": 1690108550.920662, "env_id": "None"}
r,l,t
65.093125,69,16.323413
65.60625,70,18.882021
64.316562,69,24.257927
67.486875,73,26.883585
76.144312,83,32.722272
67.230937,73,35.653163
66.286563,70,40.907959
64.405625,69,43.694814
111.087188,120,50.847748
66.10375,70,53.606994
64.928437,70,58.871075
75.103375,83,62.133649
64.6525,70,67.479972
66.664375,73,70.401886
64.845,69,75.75631
63.809062,69,78.365869
65.7425,70,83.51345
66.770312,70,86.116264
66.026875,70,91.330823
67.955937,73,94.3043
110.984375,121,101.732083
64.933437,70,104.488065
64.223438,69,109.765743
66.08375,70,112.449864
64.552812,69,118.382301
120.049375,129,123.455628
152.556313,164,380.900195
67.911875,73,389.911089
65.22,69,392.667761
118.694687,129,403.667682
65.092187,70,412.457097
65.647187,70,415.291319
65.459375,70,424.027155
118.924062,130,429.366676
118.511875,129,440.641012
65.675312,70,449.146442
120.575625,130,455.207976
67.860937,73,464.180357
77.581812,83,467.511448
77.059312,83,476.933567
111.309688,121,487.983952
65.859687,70,491.216617
118.539375,130,502.567579
74.99025,83,511.745113
76.3115,83,515.318829
64.584687,70,524.020503
65.754375,70,526.934676
65.850937,70,529.831214
122.732188,130,787.308678
65.832812,70,795.659298
121.853125,130,806.498201
112.458437,121,812.492854
125.745,135,823.467166
111.841875,121,834.077387
119.759688,129,844.91649
153.698188,164,857.397709
119.84125,130,868.128499
112.213438,120,873.505922
144.88475,156,885.738474
120.645625,130,896.714645
111.040313,120,907.219756
77.113687,83,916.067348
112.8975,121,921.446471
67.66375,73,929.863059
65.528437,70,933.017952
151.670688,164,1188.310581
152.100375,164,1200.421866
120.573125,130,1210.720506
120.764375,130,1221.031822
112.085,120,1231.503292
120.87125,129,1241.697192
112.910938,120,1247.392707
144.316625,154,1258.612286
113.323125,120,1268.027561
120.919063,129,1278.476738
122.144063,130,1289.363083
121.579063,130,1299.751755
77.982437,83,1303.436763
77.73775,83,1312.147544
76.57775,83,1315.834587
144.42475,156,1327.251377
111.326563,121,1579.42766
119.789375,130,1589.755464
113.1325,120,1600.406106
78.065562,83,1604.113776
113.074688,121,1614.944932
