topo,num_flows,seed,scheduler,is_scheduled,consuming_time
L5,30,2164,drl,True,1.3323707580566406
L5,10,2164,drl,True,0.0
L5,20,2164,drl,True,0.0
L5,50,2164,drl,True,93.16418290138245
L5,40,2164,drl,True,0.0
L5,60,2164,drl,False,300.000807762146
L5,30,2165,drl,True,0.4107811450958252
L5,10,2165,drl,True,0.0
L5,20,2165,drl,True,0.0
L5,50,2165,drl,True,29.570953845977783
L5,40,2165,drl,True,0.0
L5,60,2165,drl,False,300.0073666572571
L5,30,2166,drl,True,0.5763134956359863
L5,10,2166,drl,True,0.0
L5,20,2166,drl,True,0.0
L5,50,2166,drl,False,300.0097346305847
L5,60,2166,drl,False,300.0
L5,40,2166,drl,True,0.8916482925415039
L5,30,2167,drl,True,1.408294677734375
L5,10,2167,drl,True,0.0
L5,20,2167,drl,True,0.0
L5,50,2167,drl,False,301.0044128894806
L5,60,2167,drl,False,300.0
L5,40,2167,drl,False,300.0012664794922
L5,30,2168,drl,True,31.76253604888916
L5,10,2168,drl,True,0.0
L5,20,2168,drl,True,0.0
L5,50,2168,drl,False,300.00091910362244
L5,60,2168,drl,False,300.0
L5,40,2168,drl,False,302.8222951889038
L5,30,2169,drl,True,1.0899324417114258
L5,10,2169,drl,True,0.0
L5,20,2169,drl,True,0.0
L5,50,2169,drl,True,131.06781697273254
L5,40,2169,drl,True,0.0
L5,60,2169,drl,False,300.00127506256104
L5,30,2170,drl,True,0.39435720443725586
L5,10,2170,drl,True,0.0
L5,20,2170,drl,True,0.0
L5,50,2170,drl,False,300.0289125442505
L5,60,2170,drl,False,300.0
L5,40,2170,drl,False,300.0023636817932
L5,30,2171,drl,True,0.49170422554016113
L5,10,2171,drl,True,0.0
L5,20,2171,drl,True,0.0
L5,50,2171,drl,True,242.65392088890076
L5,40,2171,drl,True,0.0
L5,60,2171,drl,False,300.0098443031311
L5,30,2172,drl,True,0.4224278926849365
L5,10,2172,drl,True,0.0
L5,20,2172,drl,True,0.0
L5,50,2172,drl,True,186.9798538684845
L5,40,2172,drl,True,0.0
L5,60,2172,drl,False,300.00386929512024
L5,30,2173,drl,True,0.8865058422088623
L5,10,2173,drl,True,0.0
L5,20,2173,drl,True,0.0
L5,50,2173,drl,True,87.47521591186523
L5,40,2173,drl,True,0.0
L5,60,2173,drl,True,57.850043535232544
L5,30,2174,drl,True,2.5421109199523926
L5,10,2174,drl,True,0.0
L5,20,2174,drl,True,0.0
L5,50,2174,drl,False,300.0024757385254
L5,60,2174,drl,False,300.0
L5,40,2174,drl,True,269.36408400535583
L5,30,2175,drl,True,1.4643161296844482
L5,10,2175,drl,True,0.0
L5,20,2175,drl,True,0.0
L5,50,2175,drl,True,65.12657070159912
L5,40,2175,drl,True,0.0
L5,60,2175,drl,True,285.46139192581177
L5,30,2176,drl,True,0.5119764804840088
L5,10,2176,drl,True,0.0
L5,20,2176,drl,True,0.0
L5,50,2176,drl,True,80.15103363990784
L5,40,2176,drl,True,0.0
L5,60,2176,drl,False,300.0010540485382
L5,30,2177,drl,True,1.3234751224517822
L5,10,2177,drl,True,0.0
L5,20,2177,drl,True,0.0
L5,50,2177,drl,False,300.9713523387909
L5,60,2177,drl,False,300.0
L5,40,2177,drl,True,130.2414379119873
