topo,num_flows,seed,scheduler,is_scheduled,consuming_time
CEV,10,2128,smt,True,0.8059306144714355
CEV,10,2129,smt,True,1.3228847980499268
CEV,10,2130,smt,True,1.5111520290374756
CEV,10,2131,smt,True,1.4182820320129395
CEV,10,2132,smt,True,1.3455922603607178
CEV,20,2128,smt,True,2.97233510017395
CEV,20,2129,smt,True,5.21281886100769
CEV,20,2130,smt,True,5.909207820892334
CEV,20,2131,smt,True,5.722207069396973
CEV,20,2132,smt,True,5.866239070892334
CEV,30,2128,smt,True,7.883727312088013
CEV,30,2129,smt,True,10.322525262832642
CEV,30,2130,smt,True,10.224100589752197
CEV,30,2131,smt,True,11.601989984512329
CEV,30,2132,smt,True,18.439209461212158
CEV,40,2128,smt,True,19.970938682556152
CEV,40,2129,smt,True,24.310384035110474
CEV,40,2130,smt,True,18.277059316635132
CEV,40,2131,smt,True,25.4648540019989
CEV,40,2132,smt,True,25.883329153060913
CEV,50,2128,smt,True,30.333014965057373
CEV,50,2129,smt,True,32.37551307678223
CEV,50,2130,smt,True,33.40635871887207
CEV,50,2131,smt,True,40.343255281448364
CEV,50,2132,smt,True,39.67459797859192
CEV,60,2128,smt,True,44.26004958152771
CEV,60,2129,smt,True,46.98192381858826
CEV,60,2130,smt,True,55.11406922340393
CEV,60,2131,smt,True,60.453277349472046
CEV,60,2132,smt,True,51.49226212501526
CEV,70,2128,smt,True,60.95941162109375
CEV,70,2129,smt,True,62.79702949523926
CEV,70,2130,smt,True,74.84905982017517
CEV,70,2131,smt,True,91.64036798477173
CEV,70,2132,smt,True,77.30586171150208
CEV,80,2128,smt,True,94.03068590164185
CEV,80,2129,smt,True,93.97758173942566
CEV,80,2130,smt,True,124.75630927085876
CEV,80,2131,smt,True,145.67536520957947
CEV,80,2132,smt,True,102.90779972076416
CEV,90,2128,smt,True,151.81621050834656
CEV,90,2129,smt,True,121.07585215568542
CEV,90,2130,smt,True,167.1400806903839
CEV,90,2131,smt,True,210.50454115867615
CEV,90,2132,smt,True,154.99992513656616
CEV,100,2128,smt,True,157.34234166145325
CEV,100,2129,smt,True,162.32839059829712
CEV,100,2130,smt,True,220.18285274505615
CEV,100,2131,smt,True,247.23471665382385
CEV,100,2132,smt,True,227.37483859062195
CEV,10,2128,smt_no_wait,True,0.8836584091186523
CEV,10,2129,smt_no_wait,True,1.4101128578186035
CEV,10,2130,smt_no_wait,True,1.603050708770752
CEV,10,2131,smt_no_wait,True,1.5396039485931396
CEV,10,2132,smt_no_wait,True,1.5872023105621338
CEV,20,2128,smt_no_wait,True,3.109266519546509
CEV,20,2129,smt_no_wait,True,5.3715879917144775
CEV,20,2130,smt_no_wait,True,5.9611406326293945
CEV,20,2131,smt_no_wait,True,5.881956338882446
CEV,20,2132,smt_no_wait,True,6.112339019775391
CEV,30,2128,smt_no_wait,True,7.9951012134552
CEV,30,2129,smt_no_wait,True,10.716548919677734
CEV,30,2130,smt_no_wait,True,10.78961992263794
CEV,30,2131,smt_no_wait,True,12.043312072753906
CEV,30,2132,smt_no_wait,True,19.329347372055054
CEV,40,2128,smt_no_wait,True,20.367981910705566
CEV,40,2129,smt_no_wait,True,25.589035511016846
CEV,40,2130,smt_no_wait,True,20.171374082565308
CEV,40,2131,smt_no_wait,True,27.54872226715088
CEV,40,2132,smt_no_wait,True,28.35172390937805
CEV,50,2128,smt_no_wait,True,33.81198763847351
CEV,50,2129,smt_no_wait,True,34.331230878829956
CEV,50,2130,smt_no_wait,True,35.710315227508545
CEV,50,2131,smt_no_wait,True,43.285330295562744
CEV,50,2132,smt_no_wait,True,42.98398733139038
CEV,60,2128,smt_no_wait,True,51.95762515068054
CEV,60,2129,smt_no_wait,True,52.13921093940735
CEV,60,2130,smt_no_wait,True,61.460721492767334
CEV,60,2131,smt_no_wait,True,67.91068768501282
CEV,60,2132,smt_no_wait,True,56.94555425643921
CEV,70,2128,smt_no_wait,True,69.4495358467102
CEV,70,2129,smt_no_wait,True,70.24426627159119
CEV,70,2130,smt_no_wait,True,79.74690246582031
CEV,70,2131,smt_no_wait,True,101.67623615264893
CEV,70,2132,smt_no_wait,True,85.87275576591492
CEV,80,2128,smt_no_wait,True,101.60453486442566
CEV,80,2129,smt_no_wait,True,96.47547745704651
CEV,80,2130,smt_no_wait,True,135.90731763839722
CEV,80,2131,smt_no_wait,True,154.09182834625244
CEV,80,2132,smt_no_wait,True,106.03474593162537
CEV,90,2128,smt_no_wait,True,143.5431797504425
CEV,90,2129,smt_no_wait,True,118.8331847190857
CEV,90,2130,smt_no_wait,True,174.11266422271729
CEV,90,2131,smt_no_wait,True,205.9325988292694
CEV,90,2132,smt_no_wait,True,159.31808161735535
CEV,100,2128,smt_no_wait,True,159.00284957885742
CEV,100,2129,smt_no_wait,True,177.39904308319092
CEV,100,2130,smt_no_wait,True,221.09725546836853
CEV,100,2131,smt_no_wait,True,241.46367383003235
