#{"t_start": 1689864739.851064, "env_id": "None"}
r,l,t
41.25,43,15.949867
122.199375,104,18.951262
121.89,104,21.926242
122.48375,104,24.912662
122.326875,104,27.88118
41.296875,43,29.072593
123.024063,104,32.025215
123.040938,104,34.939417
122.837813,104,37.965414
80.985,79,40.257066
123.425313,104,43.471857
122.857813,104,46.524165
121.654063,104,49.748411
149.446562,124,53.537645
58.42625,62,55.876296
59.349687,62,57.792264
148.355,124,62.144103
149.7475,124,66.262029
112.714062,104,69.543963
111.7325,104,72.825164
74.16875,74,75.004889
2.52,5,75.149255
3.132187,5,75.284962
3.744375,5,75.417322
3.744375,5,75.556098
3.736562,5,75.701095
150.459062,124,314.202266
113.3525,104,317.501185
72.4575,74,319.713118
59.056875,62,321.63742
61.245625,62,323.572887
148.1925,124,327.504098
60.739063,62,329.323945
112.357187,104,332.388892
3.736562,5,332.54053
77.436875,78,334.930365
149.14375,124,338.612412
47.749375,50,340.077454
79.474375,78,342.44117
79.652812,78,344.882083
102.534687,97,347.822055
73.132812,74,350.103878
149.45125,124,353.84653
149.654375,124,357.469847
47.626562,50,359.005633
148.97375,124,362.726706
59.392188,62,364.552051
3.124375,5,364.690987
148.070937,124,368.50651
207.691563,156,373.192667
206.500938,156,613.853623
206.982188,156,618.558478
207.23,156,623.454446
160.00875,134,627.519022
207.40875,156,632.220203
13.140313,15,632.684876
208.06,156,637.475517
205.010938,156,642.276345
205.416563,156,647.000505
206.07875,156,651.80643
205.582813,156,656.619866
95.904375,94,659.537036
207.436875,175,664.887984
129.562187,126,668.80794
177.353438,154,907.37789
232.716875,184,913.071983
177.161875,154,917.732191
176.89125,154,922.577616
231.322188,184,928.394319
96.112813,94,931.33351
231.746875,184,937.19255
96.479375,94,940.109962
133.103438,126,944.06925
175.395313,154,948.819067
206.823438,175,954.339422
235.095313,184,960.063365
233.30625,184,965.917418
174.878438,154,1204.131567
235.748438,184,1209.920988
234.9625,184,1215.78462
129.559063,126,1219.935383
235.291875,184,1225.809747
232.730313,184,1231.777417
177.160625,154,1236.639706
235.304063,184,1242.5098
230.07375,184,1248.461129
230.201875,184,1254.264269
231.605938,184,1260.289727
232.533125,184,1266.158214
229.37875,184,1510.467598
232.46,184,1516.102165
235.050938,184,1521.556503
231.883438,184,1527.293246
232.329375,184,1532.816627
231.6225,184,1538.530757
234.46,184,1544.097468
233.196563,184,1549.659743
233.39375,184,1555.320735
233.895625,184,1561.138076
177.058438,154,1565.724901
232.8425,184,1813.099208
213.016875,178,1818.597023
234.279063,184,1824.406271
69.41625,73,1826.611835
234.588125,184,1832.271026
231.87,185,1837.994681
234.345,184,1843.725446
231.859688,184,1849.540795
236.565,184,1855.15145
177.755313,154,1859.794008
233.967188,184,1865.403611
238.322188,186,1871.093022
177.361875,154,2112.137871
123.225625,116,2115.668146
234.407188,184,2121.505719
235.9425,185,2127.196983
233.829688,184,2132.860824
233.628125,184,2138.79628
236.397813,184,2144.343855
237.675,186,2150.288983
235.30625,184,2156.146337
235.091563,184,2161.844326
234.504375,184,2167.774486
233.11375,184,2173.62284
234.122813,184,2416.779545
234.330313,184,2422.745574
237.708125,184,2428.665386
234.846875,185,2434.780891
236.77625,184,2440.814373
233.072188,183,2446.69769
235.3575,184,2452.8217
233.717813,183,2458.68605
234.703438,184,2464.616235
235.117813,184,2470.550148
234.725,184,2476.566535
236.164375,185,2722.361931
239.415313,185,2728.332225
237.540938,184,2734.456611
178.603125,154,2739.490057
