topo,num_flows,seed,scheduler,is_scheduled,consuming_time
L5,30,2128,smt,True,36.96112561225891
L5,10,2128,smt,True,0.0
L5,20,2128,smt,True,0.0
L5,50,2128,smt,True,157.8077883720398
L5,40,2128,smt,True,0.0
L5,60,2128,smt,False,427.5008375644684
L5,30,2129,smt,True,39.875245332717896
L5,10,2129,smt,True,0.0
L5,20,2129,smt,True,0.0
L5,50,2129,smt,True,224.18717074394226
L5,40,2129,smt,True,0.0
L5,60,2129,smt,True,372.5756616592407
L5,30,2130,smt,True,35.27022171020508
L5,10,2130,smt,True,0.0
L5,20,2130,smt,True,0.0
L5,50,2130,smt,True,96.95895600318909
L5,40,2130,smt,True,0.0
L5,60,2130,smt,True,164.69395875930786
L5,30,2131,smt,True,43.6939742565155
L5,10,2131,smt,True,0.0
L5,20,2131,smt,True,0.0
L5,50,2131,smt,True,222.1433823108673
L5,40,2131,smt,True,0.0
L5,60,2131,smt,False,453.75756430625916
L5,30,2132,smt,True,49.49179720878601
L5,10,2132,smt,True,0.0
L5,20,2132,smt,True,0.0
L5,50,2132,smt,True,174.3907105922699
L5,40,2132,smt,True,0.0
L5,60,2132,smt,False,455.0873131752014
L5,30,2133,smt,True,62.97610354423523
L5,10,2133,smt,True,0.0
L5,20,2133,smt,True,0.0
L5,50,2133,smt,True,197.367427110672
L5,40,2133,smt,True,0.0
L5,60,2133,smt,False,471.2690362930298
L5,30,2134,smt,True,52.146188735961914
L5,10,2134,smt,True,0.0
L5,20,2134,smt,True,0.0
L5,50,2134,smt,True,195.67294239997864
L5,40,2134,smt,True,0.0
L5,60,2134,smt,False,445.84629797935486
L5,30,2135,smt,True,32.626991987228394
L5,10,2135,smt,True,0.0
L5,20,2135,smt,True,0.0
L5,50,2135,smt,True,105.21244287490845
L5,40,2135,smt,True,0.0
L5,60,2135,smt,True,235.470228433609
L5,30,2136,smt,True,36.282474994659424
L5,10,2136,smt,True,0.0
L5,20,2136,smt,True,0.0
L5,50,2136,smt,True,106.04716277122498
L5,40,2136,smt,True,0.0
L5,60,2136,smt,True,212.10989928245544
L5,30,2137,smt,True,46.20620512962341
L5,10,2137,smt,True,0.0
L5,20,2137,smt,True,0.0
L5,50,2137,smt,True,146.6255829334259
L5,40,2137,smt,True,0.0
L5,60,2137,smt,True,371.82658100128174
L5,30,2138,smt,True,50.66748070716858
L5,10,2138,smt,True,0.0
L5,20,2138,smt,True,0.0
L5,50,2138,smt,True,143.06831002235413
L5,40,2138,smt,True,0.0
L5,60,2138,smt,True,317.7550091743469
L5,30,2139,smt,True,42.87299346923828
L5,10,2139,smt,True,0.0
L5,20,2139,smt,True,0.0
L5,50,2139,smt,True,190.246276140213
L5,40,2139,smt,True,0.0
L5,60,2139,smt,False,426.9983615875244
L5,30,2140,smt,True,49.66090154647827
L5,10,2140,smt,True,0.0
L5,20,2140,smt,True,0.0
L5,50,2140,smt,True,222.40739250183105
L5,40,2140,smt,True,0.0
L5,60,2140,smt,False,453.3691203594208
L5,30,2141,smt,True,38.922948122024536
L5,10,2141,smt,True,0.0
L5,20,2141,smt,True,0.0
L5,50,2141,smt,True,120.54376983642578
L5,40,2141,smt,True,0.0
L5,60,2141,smt,True,280.32825899124146
L5,30,2142,smt,True,39.9769651889801
L5,10,2142,smt,True,0.0
L5,20,2142,smt,True,0.0
L5,50,2142,smt,True,168.54097700119019
L5,40,2142,smt,True,0.0
L5,60,2142,smt,False,432.08126044273376
L5,30,2143,smt,True,64.955979347229
L5,10,2143,smt,True,0.0
L5,20,2143,smt,True,0.0
L5,50,2143,smt,False,426.116171836853
L5,60,2143,smt,False,300.0
L5,40,2143,smt,True,147.3262677192688
L5,30,2144,smt,True,41.00660181045532
L5,10,2144,smt,True,0.0
L5,20,2144,smt,True,0.0
L5,50,2144,smt,True,309.29534244537354
L5,40,2144,smt,True,0.0
L5,60,2144,smt,False,430.4343957901001
L5,30,2145,smt,True,50.47883343696594
L5,10,2145,smt,True,0.0
L5,20,2145,smt,True,0.0
L5,50,2145,smt,True,150.30621433258057
L5,40,2145,smt,True,0.0
L5,60,2145,smt,True,438.5125596523285
L5,30,2146,smt,True,28.141557455062866
L5,10,2146,smt,True,0.0
L5,20,2146,smt,True,0.0
L5,50,2146,smt,True,99.77182269096375
L5,40,2146,smt,True,0.0
L5,60,2146,smt,True,206.24109506607056
L5,30,2147,smt,True,34.75601625442505
L5,10,2147,smt,True,0.0
L5,20,2147,smt,True,0.0
L5,50,2147,smt,True,160.59943437576294
L5,40,2147,smt,True,0.0
L5,60,2147,smt,False,409.4427134990692
L5,30,2148,smt,True,35.1074800491333
L5,10,2148,smt,True,0.0
L5,20,2148,smt,True,0.0
L5,50,2148,smt,True,111.21964168548584
L5,40,2148,smt,True,0.0
L5,60,2148,smt,True,245.20421886444092
L5,30,2149,smt,True,37.959288120269775
L5,10,2149,smt,True,0.0
L5,20,2149,smt,True,0.0
L5,50,2149,smt,True,167.02546763420105
L5,40,2149,smt,True,0.0
L5,60,2149,smt,False,441.9989016056061
L5,30,2150,smt,True,36.67431902885437
L5,10,2150,smt,True,0.0
L5,20,2150,smt,True,0.0
L5,50,2150,smt,True,119.08113527297974
L5,40,2150,smt,True,0.0
L5,60,2150,smt,True,279.32052397727966
L5,30,2151,smt,True,32.73704290390015
L5,10,2151,smt,True,0.0
L5,20,2151,smt,True,0.0
L5,50,2151,smt,True,248.92015266418457
L5,40,2151,smt,True,0.0
L5,60,2151,smt,False,442.7396743297577
L5,30,2152,smt,True,42.673856258392334
L5,10,2152,smt,True,0.0
L5,20,2152,smt,True,0.0
L5,50,2152,smt,True,296.9994287490845
L5,40,2152,smt,True,0.0
L5,60,2152,smt,False,421.1086790561676
L5,30,2153,smt,True,43.119632959365845
L5,10,2153,smt,True,0.0
L5,20,2153,smt,True,0.0
L5,50,2153,smt,True,146.63380765914917
L5,40,2153,smt,True,0.0
L5,60,2153,smt,True,306.675662279129
L5,30,2154,smt,True,45.489847898483276
L5,10,2154,smt,True,0.0
L5,20,2154,smt,True,0.0
L5,50,2154,smt,True,175.942889213562
L5,40,2154,smt,True,0.0
L5,60,2154,smt,True,350.3500096797943
L5,30,2155,smt,True,47.30483865737915
L5,10,2155,smt,True,0.0
L5,20,2155,smt,True,0.0
L5,50,2155,smt,True,158.6517653465271
L5,40,2155,smt,True,0.0
L5,60,2155,smt,True,252.6124885082245
L5,30,2156,smt,True,44.883647441864014
L5,10,2156,smt,True,0.0
L5,20,2156,smt,True,0.0
L5,50,2156,smt,True,169.4034388065338
L5,40,2156,smt,True,0.0
L5,60,2156,smt,True,233.5247724056244
L5,30,2157,smt,True,56.02539539337158
L5,10,2157,smt,True,0.0
L5,20,2157,smt,True,0.0
L5,50,2157,smt,True,280.2138719558716
L5,40,2157,smt,True,0.0
L5,60,2157,smt,False,454.6243851184845
L5,30,2158,smt,True,37.51625347137451
L5,10,2158,smt,True,0.0
L5,20,2158,smt,True,0.0
L5,50,2158,smt,True,112.57056999206543
L5,40,2158,smt,True,0.0
L5,60,2158,smt,True,282.0530936717987
L5,30,2159,smt,True,35.4648859500885
L5,10,2159,smt,True,0.0
L5,20,2159,smt,True,0.0
L5,50,2159,smt,True,113.57146120071411
L5,40,2159,smt,True,0.0
L5,60,2159,smt,True,264.54094529151917
L5,30,2160,smt,True,51.73380398750305
L5,10,2160,smt,True,0.0
L5,20,2160,smt,True,0.0
L5,50,2160,smt,True,177.59043502807617
L5,40,2160,smt,True,0.0
L5,60,2160,smt,False,436.4625973701477
L5,30,2161,smt,True,40.178712606430054
L5,10,2161,smt,True,0.0
L5,20,2161,smt,True,0.0
L5,50,2161,smt,True,250.45459842681885
L5,40,2161,smt,True,0.0
L5,60,2161,smt,False,441.65994215011597
L5,30,2162,smt,True,45.45675873756409
L5,10,2162,smt,True,0.0
L5,20,2162,smt,True,0.0
L5,50,2162,smt,True,144.66338086128235
L5,40,2162,smt,True,0.0
L5,60,2162,smt,False,442.07002425193787
L5,30,2163,smt,True,40.29568910598755
L5,10,2163,smt,True,0.0
L5,20,2163,smt,True,0.0
L5,50,2163,smt,True,195.78293299674988
L5,40,2163,smt,True,0.0
L5,60,2163,smt,False,431.0186665058136
L5,30,2164,smt,True,34.08775305747986
L5,10,2164,smt,True,0.0
L5,20,2164,smt,True,0.0
L5,50,2164,smt,True,142.07731890678406
L5,40,2164,smt,True,0.0
L5,60,2164,smt,False,431.9334065914154
L5,30,2165,smt,True,34.422611951828
L5,10,2165,smt,True,0.0
L5,20,2165,smt,True,0.0
L5,50,2165,smt,True,117.96748495101929
L5,40,2165,smt,True,0.0
L5,60,2165,smt,True,302.96514892578125
L5,30,2166,smt,True,42.27342486381531
L5,10,2166,smt,True,0.0
L5,20,2166,smt,True,0.0
L5,50,2166,smt,True,230.2967975139618
L5,40,2166,smt,True,0.0
L5,60,2166,smt,False,444.21136140823364
L5,30,2167,smt,True,44.10102605819702
L5,10,2167,smt,True,0.0
L5,20,2167,smt,True,0.0
L5,50,2167,smt,True,246.7078812122345
L5,40,2167,smt,True,0.0
L5,60,2167,smt,False,434.5614004135132
L5,30,2168,smt,True,43.83897280693054
L5,10,2168,smt,True,0.0
L5,20,2168,smt,True,0.0
L5,50,2168,smt,True,182.13782000541687
L5,40,2168,smt,True,0.0
L5,60,2168,smt,False,431.56767296791077
L5,30,2169,smt,True,37.46162438392639
L5,10,2169,smt,True,0.0
L5,20,2169,smt,True,0.0
L5,50,2169,smt,True,153.97348737716675
L5,40,2169,smt,True,0.0
L5,60,2169,smt,True,382.0303144454956
L5,30,2170,smt,True,39.560011863708496
L5,10,2170,smt,True,0.0
L5,20,2170,smt,True,0.0
L5,50,2170,smt,True,149.15548014640808
L5,40,2170,smt,True,0.0
L5,60,2170,smt,False,443.80654525756836
L5,30,2171,smt,True,39.55537939071655
L5,10,2171,smt,True,0.0
L5,20,2171,smt,True,0.0
L5,50,2171,smt,True,159.2084321975708
L5,40,2171,smt,True,0.0
L5,60,2171,smt,True,419.00731587409973
L5,30,2172,smt,True,32.25655436515808
L5,10,2172,smt,True,0.0
L5,20,2172,smt,True,0.0
L5,50,2172,smt,True,141.66296911239624
L5,40,2172,smt,True,0.0
L5,60,2172,smt,False,428.3269748687744
L5,30,2173,smt,True,43.63541793823242
L5,10,2173,smt,True,0.0
L5,20,2173,smt,True,0.0
L5,50,2173,smt,True,151.91316533088684
L5,40,2173,smt,True,0.0
L5,60,2173,smt,True,238.73383975028992
L5,30,2174,smt,True,42.63249754905701
L5,10,2174,smt,True,0.0
L5,20,2174,smt,True,0.0
